Routing method,Num Users,Type,Name,Request Count,Failure Count,Failure %,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
dns_routing,500,GET,/polls/contacts (FaaS),32066,2,0.01%,230.0,328.39458087239666,45.42774800211191,1815.8988939976553,25.99837834466413,157.9900671814956,0.009854055209972906,230,360,420,590,860,910,1000,1000,1200,1500,1800
dns_routing,1000,GET,/polls/contacts (FaaS),63232,7,0.01%,240.0,343.8657326133343,47.63191599340644,4962.381599994842,25.997121710526315,313.331174553271,0.034686839288222686,240,370,440,660,870,920,1000,1000,1200,1700,5000
dns_routing,1500,GET,/polls/contacts (FaaS),78780,219,0.28%,600.0,682.3679338175922,27.61636202922091,4113.509635004448,27.32792586951003,388.55165543740395,1.0801321723888229,600,730,880,1000,1200,1300,1400,1500,1700,1900,4100
dns_routing,2000,GET,/polls/contacts (FaaS),94566,19665,20.80%,880.0,875.6510561692761,25.785555015318096,4818.026206005015,125.81065076243047,466.8460006507502,97.08062731633994,880,1000,1100,1200,1300,1500,1600,1700,1900,2500,4800
faas_lightweight_routing,500,GET,/polls/contacts (FaaS),32467,0,0.00%,330.0,328.0657150796357,40.16048402991146,2364.870638004504,26.0,159.91252580037636,0.0,330,460,540,560,620,640,660,690,850,1100,2400
faas_lightweight_routing,1000,GET,/polls/contacts (FaaS),62274,2,0.00%,440.0,449.26577118917953,42.069975985214114,10950.061365001602,25.99916498056974,308.72710148754237,0.009915120322688197,440,560,620,650,750,1100,1400,1600,2300,7100,11000
faas_lightweight_routing,1500,GET,/polls/contacts (FaaS),91766,0,0.00%,480.0,476.6007087401519,44.50608498882502,7666.544857987901,26.0,453.2828442250688,0.0,480,600,660,680,760,840,980,1100,1400,1800,7700
faas_lightweight_routing,2000,GET,/polls/contacts (FaaS),111613,706,0.63%,610.0,589.7285123073877,43.850855028722435,10188.078959006816,25.835538870920054,556.7665238196391,3.521786582357478,610,690,730,770,880,990,1100,1200,2600,3600,10000
faas_local_or_remote_paas_routing,500,GET,/polls/contacts (FaaS),32622,0,0.00%,260.0,264.9453516549419,24.907852988690138,9797.590453003068,26.0,161.12639376999513,0.0,260,350,390,410,440,500,750,970,1600,4500,9800
faas_local_or_remote_paas_routing,1000,GET,/polls/contacts (FaaS),62151,1,0.00%,360.0,378.5855851811764,30.87179100839421,10482.128561998252,25.999581664011842,308.1520929684406,0.004958119627494983,360,440,480,500,630,890,1200,1300,1900,5700,10000
faas_local_or_remote_paas_routing,1500,GET,/polls/contacts (FaaS),90691,5,0.01%,400.0,427.98816816341593,34.696444985456765,10925.470946996938,25.998566561180272,447.57790056134024,0.024675982212200784,400,480,530,560,730,950,1100,1300,1700,8500,11000
faas_local_or_remote_paas_routing,2000,GET,/polls/contacts (FaaS),118603,0,0.00%,420.0,422.07456985804697,40.26879899902269,9783.966349990806,26.0,591.1612806396937,0.0,420,480,520,540,620,750,880,950,1100,2400,9800
nginx_routing,500,GET,/polls/contacts (FaaS),29860,2,0.01%,240.0,522.5977445063837,113.2969880127348,17094.84220101149,25.998258539852646,147.1606663524718,0.00985670906580521,240,520,600,620,670,710,5200,6400,7800,8700,17000
nginx_routing,1000,GET,/polls/contacts (FaaS),60723,1,0.00%,420.0,457.8019880797984,118.51126700639725,10151.986828976078,25.99957182616142,301.210234304508,0.0049603977785107455,420,600,660,690,760,850,950,1000,1600,4200,10000
nginx_routing,1500,GET,/polls/contacts (FaaS),90552,2,0.00%,450.0,489.41723562316497,123.59836799441837,10187.57980898954,26.015736814206203,447.4009317245177,0.009881635562428609,450,630,690,710,770,860,1100,1200,1600,4200,10000
nginx_routing,2000,GET,/polls/contacts (FaaS),103511,2,0.00%,720.0,903.4936888116383,129.89588698837906,10809.987489000378,26.013766652819506,512.3581392358186,0.009899588241555363,720,820,930,1100,1900,2600,3200,3600,4700,8500,11000
